内蒙古,太痛苦了！太痛苦了！抑郁症守恒定律，主角被治愈好了，我看完抑郁了，全片只知道堆砌华丽硅藻的特效看得人生理上想吐。
北京,"作为一个重度动画业余爱好者，和一个强烈心怀国漫崛起愿望的人，这是这几年我给中国动画电影打的第一个五星，也是这几年我觉得中国难得的动画电影六边形战士…近几年中国动画技术是大家肉眼可见的走向牛逼，但是依然“苦剧情弱久矣”，不过世界动画电影基本上都困在剧情篱藩里…但是深海，真的把故事做的很完整，把深陷抑郁的意境与自我意识抗争的情感体验做到极致，剧情与情感链接十分充分

另外让我极度喜爱的，是粒子水墨效果的视效成功，作为一个骨灰级热爱水墨画风的人，我一直都私心希望中国动画电影不要一味追求国际接轨而丢掉原有文化精华，感谢田晓鹏导演做出来的这美轮美奂的画面，让我热泪盈眶仿佛看到了中国上一代动画人的灵魂与求索，有幸参加映后导演互动，希望以小小的五星作为支持，不敢讲激励，但衷心期待田晓鹏导演继续这样走下去"
江西,尴尬的春节档。奇幻叠加自我感动，真心不好看。不及同题材的千与千寻、寻梦环游记
美国,剧情稀碎呀，画面像春运火车上的编织口袋，人物嘛，讲抑郁症，根本没有向内的表达，反而每个点都在加深其刻板印象。痛苦不等同于软弱和妥协。影视作品里很多南河这样的角色，古典叙事里的拯救者。可是，为什么不是女性呢？对我来说，生命中予以慰藉和光亮的只会是也只能是女性。
山东,宝可梦3D龙事件知道吧？首先说这片子这样用颜色满屏粒子特效丁达尔，就像一个刚拿到新玩具的小屁孩全都堆出来放在一起，幼稚；其次所有的画面人物情节设定都应该是服务于内核的，也就是我们说的讲故事；最后，感不感动自己心里没逼数吗
安徽,"真正意义上的好作品。
在我心里可以打到8.5。
导演抓住了我们曾经受过的那些伤，按住了我们想离开这个世界的冲动，献给每一个走过长夜的自己。"
广东,不适合儿童也不太适合大人，你要说是给抑郁症孩子拍的吧，会不会反而加重病情？
上海,有多难看呢？昨天看过的朋友预警后，我毫无期待的去看，但还是没忍住在看完后和徐老师骂了半小时。我真的不敢相信这竟然是大圣归来导演的作品…7年…退步的让我瞠目结舌…我到现在都记得那时候我们在彩蛋里看到不到5秒深海的预告后有多期待，等了几乎快两年。上的就是这个东西？？？这些年我们也算是看了不少烂动画，哪怕当年那个开摩托车的哪吒都比这部好得多。我真的很不理解中国动画为什么会走到这步，明明我小时候它们是会说故事的，徐克的小倩不香么？再绚丽的美术和特效都无法掩盖故事内核的空泛，什么时候才可以不喊口号？为什么一个因为父母离异的小姑娘，她的抑郁症需要靠一个陌生人牺牲生命来治愈？父母不用做任何事，抑郁症不用就医，只要随便死个陌生人就可以。看似关注重男轻女青少年心理健康，但为什么女性依然要靠陌生男人来拯救？
广东,如果生活里没有欢乐，我们就要做自己的小丑–少女参宿的奇幻漂流。苹果壁纸的配色美学确实惊艳，大过年的看这花花绿绿的也喜庆，画面绚烂，剧情稀烂–太多《千与千寻》的影子了，太多慢镜头炫技的画面了，太多莫名其妙的感情转折了。看南河说话的表情和肢体语言，我怀疑是把大圣的模型脱毛了直接拿过来用。别再吹自己的cg特效有多少个粒子了，不如统计一下剧本改了多少稿吧！
河南,画面挺好看奈何剧情太拉垮，如果不是结尾交代了一下，中间根本看不出来讲的是什么，还有人设的问题，不够立体，小女孩从头到尾哼哼唧唧，真让人着急，没有爆发力。最喜欢南河这个人设，原画动作设计的不错，就是有些地方的节奏太快，还有一点是小人物的塑造没顾上，从头到尾只是背景墙，本来感觉海獭挺可爱的，但是除了在旁边卖萌就啥也没了……可以看出场景投了很多钱和精力的，但剧情的说教太多，看到中间都有点困了，感觉中国动画的发展至少还得再需要20年😐
安徽,前面晃到眼花，后面哭到眼瞎
江西,影片快结束时，我听到后排一段这样的对话：“怎么了宝贝”“妈妈，我有鼻涕”。
湖南,服了。。情节怎么这么烂，真的白瞎了画面，后期刻意煽情，尬到人脚趾扣地。看睡着了，电影院又冷，火气好大
湖南,最后的最后，还是在梦里，南河对参宿说，“这不是你的错”。然后梦醒了，谁又会来告诉我们，这不是我的错。
湖北,在流媒体上看完了后1/3，感觉有救到前面。加一颗星。两个少年派漂了一个千与千寻的流——主线大概就是这样的。我们的动画技术已经这么好了呢，什么都可以做到，但是有些不节制，特别是在大银幕上，很晃眼睛。
广东,形式大于内容
北京,做了那场去深海之眼的戏 首先我真的不明白 好好的“梦魇”为啥最后要被改成“丧气鬼” “海精灵” 弄得调动画的口型都做完了 一遍遍重改重渲 最后很多镜头口型都对不上。。其次 叙事上的缺点是非常明显的 角色的悬浮 动机的不足等等 但说实话 我非常能理解 一个长期压抑的导演终于有了权威 要开耍的那个状态 三维宫崎骏 三维水彩 这种让人听了直摇头的美学诉求 参宿的原型小演员在设计启动前几乎实拍表演完了整个剧本。。哪个动画电影项目敢有这样奢侈的要求？这种宠爱是会给长期困于短缺的人 以错觉的 我的五星是希望中国动画圈 能真的越过这种缺爱的成长阴影 让有作者性的导演不要再沉浸在自怜自艾之中 不要为了证明自己正确 一将功成万骨枯 把项目往慢性自杀的路上带 没有作者性的导演 也不要为了证明自己懂事 而一味屈从
河北,为了炫技而炫技的电影。情节和剧本糟糕。各种煽情不知所谓。
河南,中间四十分钟的剧情太混乱了，只能说故事讲完了而已。三分两分给特效，低分可能怪我共情能力太差？
北京,正月初二上午去的，我和孩子包场了，幸好一开始就很厚道地买了两张票。画面很美，甚至华美过头了，以至于有些晃眼。虽然是完全不同的故事，但人物关系依稀能看出悟空和唐僧的关系，尤其是南河这个角色过分卡通化了，缺少了很多维度。故事毋庸置疑是好故事，最后的底催人泪下，只是前面铺垫太少，对参宿的塑造也太单薄，让后面的转折略显生硬。是一部诚意之作，值回票价，可惜用力的地方有点本末倒置，画面特技渲染过头，人物和故事相比之下明显逊色得多。
河北,从来没对中国动画电影这么失望过！
广东,"昨天我想说，格局低了。今天我想说，太烦故弄玄虚搞什么隐藏情节了，你这个情节都没表述清楚，就想搞隐藏情节？既要、又要、还要，是自恋的终极幻想，这会把人逼死的（轻则抑郁）。如果改成，丧气鬼最后缠住了小女孩，然后，发现，其实没什么… 不然都能想象，家长会吓看过电影的孩子:再哭，小心电影里的丧气鬼来抓你"
天津,不是我的菜。以下全主观：1- 色彩很棒但杂，画面制作用心了但不符合美学审美。2- 叙事都不知道该说啥了，说意识流那叫抬举，故事本身太简单偏偏又用超大超空的表达方式螺旋转着弯的架起来。3- 人物建模是真看不顺眼，包含那些海洋生物。4- 就个动漫咋冒出来那么多饭圈一样的粉，弹幕优越感十足的夸还容不得一点不好和质疑，严重影响观感。
江西,【B—】乖巧懂事是装出来的，笑容也可以是假的，孤僻的底色染上深海的印记，大海中的一叶扁舟也会有人呼唤你的归来，视觉冲击对部分人来说是污染的，运动场面的执行糟糕到无法有清晰的时刻，前四十分钟的高密度信息量一团直塞，关键行为的逻辑动机不明，但当最后揭密时刻到来的时候，那些粗糙的、笨拙的、差强人意的高速场面汇聚同一个情感落点，什么都可以是假的，差劲的，但是真诚是真的，对创作者来说最为宝贵的品质，我觉得田晓鹏可以是一个“狡猾”的导演，但他同时也是一位温柔的导演。
湖南,非常喜欢。制作水准上应该是国产动画电影的巅峰之作了！
山东,垃圾。。。上次我看大圣归来就睡了一个小时，要不是同学聚会才不来看这垃圾，想模仿千与千寻和哈尔的移动城堡的心思好明显，哪怕你模仿的好呢。。一坨垃圾，一个小时一个完整人物没立起来故事一塌糊涂
湖南,把我人哭麻了。真好啊，中国有自己的《千与千寻》了～
上海,不值… 不值票价…以及为小丑不值…看得想跑路，画面真的是精神污染，好多地方真的很恶心🤢 与无名并列本人2023最难看电影，导演先学会讲故事再来炫技吧
北京,少女参宿的奇幻漂流。除了尘光粒子这样叫人拍手称快的工业进步之外，也不再看到什么原创性的尝试。也可以说，在壮美且短暂的视觉奇观挤压之下，任何元素都是俗套的。
四川,傲慢和偏见拉满，用3年筹备特效，用3天写剧本，气得我写了个影评来吐槽马德。我哭只为了那个带感且抒情的音乐，刻意渲染的气氛，和狗屁剧情没狗屁关系，很久看一部电影这么愤怒。你讲的是抑郁症？你讲的是你心里那刻板且偏见的抑郁症，靠。
广东,不是每个孤独的孩子都会在绝望的时候遇见自己的南河，但我仍然期望他们都能穿过幽深的黑暗遇见属于自己的光…ps：加一星给我那不值钱的眼泪吧
河南,国产动画像走进了另一个极端，每一帧都好看，组合起来却乱七八糟，让人看得头昏脑胀。
江苏,妈的，浪费时间
四川,疗愈，要勇敢，片场各种CP抱着哭
浙江,南河，那是小丑的妆容，也是大圣的脸谱
北京,剧本是春节档里最差的一个，完全不讲故事全靠视效撑起全片。
北京,一套完整的3D美学，最喜欢的是出片头的部分，没有任何剧情的画面直接让我热泪盈眶。剧情没有那么不堪，挺有想法的母亲形象（。最后等着看看美术和分镜的名字，结果边上两个女孩看我这么笃定等在那儿以为有彩蛋，对不起啦宝贝们，staff表就是我要的彩蛋呐！
浙江,绚丽的色彩由粒子水墨呈现美到失语 最后20分钟眼泪没有停过 但是抑郁症不是牺牲另一条命就能被治愈 最本质的问题没有被解决
江苏,我不知道审查对这片子造成的伤害有多大，但现在端出来的实在是个残次品，叙事太成问题了，前一个小时如坐针毡。后面那一截跟奇巧计程车一个模子里出来的，但我不知道能不能管它叫叙诡。
江苏,还是那句话，在画面技术上已经不输给别人了，但是还是需要好好打磨一下剧情。
江苏,"忙完终于有空看了深海，过年第一部电影🎬。深海之下还有深海恐惧之内还有恐惧。丧了吧唧会吸引丧气鬼。人生就是一场冒险，有无数惊喜等待着你，可不要错过了。正想吐槽它结构有些散了。然后就被拉入狂哭不止四十分钟。这是一部写给抑郁症患者的电影，作为一个单亲家庭长大的孩子，我不想说原生家庭有罪论，我不再提父母皆祸害，我只知道我会竭尽全力不让自己成为祸害。像《深海》《心灵捕手》告诉大家的一样“那不是你的错”。我会努力有一天站在那里，不需要任何人，成为自己的英雄，直面恐惧本身。
共勉23年4.4重刷，依然哭的死去活来，这次不同的是，哭着哭着就笑了，可能是我又长大了一些"
湖北,感觉国产动画技术不断在精进，讲故事的能力还是不行。
辽宁,前半段感叹于色彩的绚丽，后来才明白原来是女孩的想象，一切就豁然开朗，可能只有童话和梦中才会有如此的色彩斑斓。
天津,一星给3d特效，海面飞鸟都不错。故事没有逻辑没内容，人物没前后关系。 最后十分钟开始解释都是啥。要是停在心跳停止也行。最后还是he？人物没有小脑走路跟喝多了一样。而且为什么人都画的那么丑？？大年初一看了垃圾浪费时间！！！
内蒙古,打低分的你们对得起南河吗😭😭😭😭😭😭😭😭
辽宁,好看啊！真的好看！不知道为啥那么多人为了黑而黑……无语了
陕西,后劲有点大……真是一个五彩斑斓而又沉重的梦幻。
重庆,"四星，其中一星是鼓励国产动画跨出舒适区，它叙事是有些问题的，这是一部情绪叙事的电影，所以不是强叙事的故事，如果带着一种要看强逻辑的线性叙事去看会觉得依托答辩。这电影可能会亏本，相信多沉淀一些年，可能口碑还会再涨一点，这种两极分化恰恰正面了目前整体社会的健康，应该感谢那些健康家庭美满暂时get不到的人，因为社会的和谐基调也要靠这些人，同时也要感谢那些“丧的人，因为他们的存在才能怜悯共情弱者。
  月有阴晴圆缺，人有悲欢离合，这电影在某天一个不太愉快的状态下翻看时，或许曾经有些get不到的人又会品出新的东西。"
上海,不知道被迫修改前的故事是怎样的，但至少目前的故事甚至连抛出来的主要矛盾都没有解决。父亲对待孩子抑郁症的方式是拒绝承认，告诉你长大就好了；经历了一切后，女主角学到的“道理”仍然是“要发自内心的笑”。在无法突破中式亲子关系框架的大前提下，这种“成长”根本算不上成长，所以片尾通过绘画作品表现出来的和解就让人很摸不着头脑。或者说，我们中国人的爱不过就是“要么我愧疚”“要么你愧疚”？
福建,Really？加一星给用力过猛的视觉，剧本真的一塌糊涂，如坐针毡不夸张，怎么能有一个剧本没有一个地方是对的。
陕西,"关爱抑郁症孩子 一个绚烂的梦 一个悲剧动画
视觉特效顶级 电影主题感人
人生要乐观前行 "
北京,记住了一些非常绚烂迷幻的画面。然后，虽然但是，南河的脸设计得也太过于不堪入目了些……
上海,出了影院朋友就开骂了。我个人的体验是，打了五个哈欠，睡了半小时，醒了又打了三个哈欠。我作为半个外行能听到的是非常工整的配乐，应该是西方音乐教育体系下训练出来的，几乎没有民乐元素；我作为完全外行看到的是非常绚丽、well-balanced的配色构图。我相信这应该是个非常不错的班底花了心血做出的片子，可是这是个没有说好的并不引人入胜的故事，而电影最终还是要落到说好一个故事上的。女孩的恐惧没有找到好的出发点、着力点，让人难以跟着她入戏、难以与她共情，混乱的成长推到莫名其妙的高潮，以及奇迹般的救回一命与家庭和解然后呢？退一万步说，就爱穿显眼的红色卫衣一点这种疑似表现型人格，和我所认识的完全不愿意暴露内心想法强颜欢笑的抑郁症真是有很大差别，结尾小女孩的鸡汤，每一句都是那么无用而堆砌，让人不禁想问她得的是抑郁症吗？
广西,"千与千寻+周星驰式电影人设+少年派的奇幻漂流，故事在最后翻转和揭示是牵强附会，过程极度的绚烂换取极度的空洞的杂糅。
主段落画面纯炫技的眼花缭乱，内核是落水者和见义勇为者的救赎与被救赎之旅，剧情片面与人物的单薄撑不起那么大的野心，反而显得臃肿。内心的重要一道坎可以改变自我，重要的是死亡本身对参宿所产生的化学反应，是一个升华的彩点，但没有延展。
缺少剧本的创意，有太多其他作品的影子，配音问题很大，特别是南河。不加节制的炫技是可怕的，七彩斑斓画风很像夜店的霓虹灯，逐帧堆砌趋于廉价和俗气。音乐铺的太满，结尾的过度煽情陈腔滥调。
优点是国内优秀成熟的3D技术，开头的海底世界非常夺目。体现原生家庭对个人心理成长的影响力，普遍家长对孩子抑郁症的不接受现实的逃避心理。重组家庭的矛盾和痛点。
"
黑龙江,演了一场梦、梦里五颜六色。希望你的每一次笑都是真心的。
法国,看了42分钟，弃了。动画特效不错，剧情太渣了。
浙江,有点意思，但个人想要表达的东西太多了。而且不是很认同真实的结局，会觉得好没意义这样子做
上海,能看出导演想做国版《千与千寻》的决心，但是强行尬笑和强行尬哭的剧情设置就很无聊，女孩的配音也有气无力的，听的难受。当然，该夸得夸，画风真的美，3星吧，希望国漫能够在剧情上多打磨打磨，不要浪费这么强得技术班底。
马来西亚,哦原来南河最后挂了啊……dbq依然是没有剧情主线支线故事，配角甚至除了咋呼造型夸张之外完全不能让我记得，不清不楚搞到后面一股脑把梗倒出来，有反转有恍然但不多，前面一个小时半多在烧显卡吗？一直在吹的画面和崛起依然像国王的新衣，从大圣开始吹，到哪吒到雄狮到深海……没有叙事没有叙事没有叙事，别吹立意隐晦深度了x100。抑郁吐槽的点喷的都很在理，主创是看多了营销号情感文章吗？为了突出戏剧性，我建议你不要用中年男子，很油腻很爹味很自我感动，不厚道一点但是效果好一点，用男大学生。留守儿童考上高考状元，大一新生年前回家义无反顾挽救抑郁少女，天妒英才少年亡，少女战胜抑郁重获新生，心理咨询门诊以后建议给病友放一段深海。能不能把钱花在买好点的剧本上?这故事像高中生写的高分作文。
湖南,想哭就哭，想笑就笑，你不用再为别人而活着。
北京,辣鸡
广东,画面很美，但是前半场满脑子想的只有“为什么她可以自由潜水！”“这是千与千寻吗？”直到最后终于呼应到开头的“原生家庭之殇”，一部拍给父母们的动画电影，以及那些仍然不愿正视心理卫生的人们
湖北,画面很美～
江苏,故事也许乏善可陈，但作为一个曾经的业内人，粒子水墨动画的技术属实惊艳！！希望能用这个技术做出更多出色的作品。
江苏,画面精美，情节混乱。
福建,高估我自己了，边看网课边两倍速刷电影，最后半小时还是看哭了。电影视效音效都不错的，就是剧情差劲了些，感觉不是在讲故事，而是在把一个人的情绪可视化地抒发出来，观众如果找不到共鸣的话，会很容易觉得这部片子无聊，我也是快结尾才看进去，剧情部分真的很需要加强。
北京,希望你的每一次笑都是真心的。
北京,明明自己也吃了很多苦，却见不得别人吃苦😭
上海,不错的童话，画面很好看，但既然要在开头以一种客观的视角突出家人对主人公的（严重）忽视，在结局就很难圆回来（出一次事故并有幸被救，就能解决父母对她的忽视问题和自己的抑郁症吗。。？）可能我过于悲观，但我是不相信的
英国,唉？
上海,不如预期
福建,不如把天空之城和千与千寻再看一遍
北京,剧情太拉了。感觉电影一致想弄好看的镜头画面。剧情空洞到不行
黑龙江,剧情emm，表演浮夸，美术不错
北京,画面真的绝美，叙事上还是有些遗憾。
北京,剧本其实确实有点平常但是很戳人，但说实在的，就冲这个美术就必须四星以上没开玩笑
浙江,边看边哭😭，不过后面感觉平淡一点，整体还是蛮喜欢的，画面是真好看
浙江,画面五彩斑斓，人物表情灵活，肢体夸张，一个充满戏剧化的绚烂的梦。/“我说这是谁呀，这么不高兴？”“给你变个魔术吧！”/哭的稀里哗啦，呜呜，我感激于他人善意的援手，也期望拥有自救的勇气。
重庆,讲真，一直看到结尾，最让我意外的，是开头那只小动物坐着火箭，本来以为会高速发射，结果火箭只是摇摇车的那个广告……
广东,不太喜欢。不否认色彩和画面是很好的，但剧情实在是让我看不下去，就像一场梦，用碎片构成
天津,过分追求画面质感和颜色了，在电影故事上的把握不够。
广东,前面一个多小时看的一脸懵，不懂要叙述什么，只觉得画面很美，但是然后呢？小孩子真烦人，一直招来丧气鬼……直到最后几十分钟，才明白原来这一切经历都是假的，参秀因为抑郁跳海被南河救了，那些经历是他们在海上漂泊的时候，南河为了逗参秀一直讲的故事，是一场梦，可是最后啊，南河死了…不过幸好参秀好像已经走出来了…嗯，“我知道 有的时候 这个世界看上去是灰色的，不像梦里那么五彩斑斓，可是，就算是这样也一定有一些光亮在等着你，哪怕 只是些很小的瞬间，也值得你努力活下去”，希望你今后每一次笑都是真心的！！
浙江,就成心恶心人呗，无处不在的痰盂，唐氏儿童，眉眼乱飞的表演，还有最受不了的，一如既往一惊一乍的台词和浮夸的配音。唯一能看看的也就是那点美术设计了，不过那些漫天飞的大鼻涕确定不是某种变态审美，或者险恶用心？
湖北,画面太绚烂多彩了，浓墨重彩，剧情一般
广东,无厘头，倒叙的感觉很糟糕。
北京,"预告片起鸡皮疙瘩了，希望别拉胯

2023.5.7确实没拉，挺好的"
上海,"每个人都会经历或长或短的暗夜吧？夜再长，也会有光亮起来的时候。有个人能牵引着自己走到那一刻，真的很好。
愿每一个笑容背后都是笑本身😊"
江苏,后面哭死
上海,听上去好像童漠男最近咋了歌一遍遍听电影看完也是看不明白得再来遍
河南,真的很不错，最后一段，我哭的不行，没人爱的宝宝要自己爱自己呀！南河真是嘴硬心软！太感动了！肖战推荐的电影真不错？画面也好看！太美了
湖北,故事真的写的稀烂，即使是动画人物表演也是浮夸且幼稚。
山东,很值得一看，内容很好
北京,太棒了 画面故事都很到位 左右催泪的部分也很到位 女孩越说对不起越让人难受 挺好 把故事对准抑郁症的孩子 画面真的绝了 太好了
福建,就像一个，很长很长的梦
河南,前半段看的迷迷糊糊的，后面才觉原来如此啊，前面有很多处伏笔。但是还是看的好难受，坚持不住前面的就不想看了。
重庆,"一切如梦如幻
又真实"
四川,没有在电影院看，但上线后马上在电视上看了，本来是慕名而来，初看感觉制作水平的确不错，视觉效果很好，但很遗憾并没有看完，因为对其剧情的内容和人推进，又的确没有提起兴趣来，所以在电视机前，很难像在电影院里面坚持到最后，所以就本片而言，视觉可以给四星五星，但剧情只能给二星三星，综合下来给三星吧。
四川,好美。以及，美好的童话和美好的结局。
湖北,不好评价
湖北,不好看，只有特效，故事好无聊
上海,前30min有点看不懂，差点弃了……到参宿给深海大饭店打工的部分有点被氛围感染到，画面很美，音乐很美，结尾的剧情也很感人。
重庆,我真没想到我儿子会那么喜欢，本来我没有看懂，我儿子解释后，再看一遍以后我好心疼啊，原来忧郁症的人心里是这个样子的，好痛苦啊，希望他们都能健康快乐。
上海,特效很好看  剧情无力吐槽
云南,还不错，很好哭，但是有点零碎
四川,"超级感人，动画效果非常好，关爱自闭症儿童，强烈推荐，可以自己的孩子一起观看，教育意义很大

"
,"这是一部关于自我救赎的动画电影。参宿和南河的相遇是参宿想像和梦里发生的事，但现实中，小丑南河确实是救了她，牺牲了性命。
为什么电影里没有让南河活下来呢？活下来不是更完美吗？但现实就是这样，很残酷，在深海里，人类的力量不足一提。
作为孩子，妈妈好像真的是自己的全部。小时候的我也是，但是我妈妈去世得早，所以我自己比别人更坚韧。现在成为妈妈了，我也成为了他们的全部了。总是对自己说，要让他们健康快乐地成长，要让自己健健康康的，孩子没了妈妈真的是超级可怜的。
电影的最后给了参宿一个最好的结局，并不是她妈妈来找她了，而是她接纳了她身边的人，包括她爸爸继母弟弟同学，最后还有一个跟她一起开心大笑的男孩。"
广东,"很精彩啊，颜色，场景，意向都很好。很精彩。哭是肯定要哭的。能感受到导演和编剧想要传递的想法就很好。"
浙江,画面还行，结尾有点感人，其他很一般
广东,故事叙述比较浅比较平淡…画面很美
北京,请珍惜生命，不要牵连无辜
江西,画面很美，颜色太艳了，电视上看还是可以接受的，故事讲的稀烂
四川,梦幻的深海世界，是一场极度奢华、瑰丽无比的心灵之旅，视效和画面张力绝对的“超新星”级别，完全不输好莱坞！
福建,希望每个孩子都能被善待
广东,看了二十分钟看不下去了，剧情不知所云，人物怪异异常
湖南,后劲很足。
江苏,to be honest我有被冒犯到，结局给出的算什么solution啊？
山东,画面很好看，但是剧情不太喜欢，人设我也不喜欢
重庆,跟铃芽之旅你俩造个奔子
北京,"水墨粒子技术革新带来的画面是精致华丽的，但少了直击人心的力量，只能说我和这个故事没有缘分。不过看完后挺想要《深海大饭店》的绘本。
又是一款entp救赎infp的故事。"
云南,画面很美 剧情真是依托答辩
陕西,立意很好，特效不错，可是所有最重要的东西，故事，没有讲好。
陕西,个人觉得想表达的内容还可以，但是故事节奏设计的不太行，虽然说是用凌乱的叙述暗示是梦境，但是故事太碎了有点影响观看
江西,画面很美，截图了好多张。到后面才看懂，原来一切都是梦，看影评才看懂，原来南河是真实存在的…有泪点但不多，算是深海版小蝌蚪找妈妈？
北京,确实不如两个人一起走了，讲个相互救赎的故事。上哪来这么一个陌生人巴巴地单向付出？
上海,好听的小白船
山西,童话在人心。
安徽,处处是宫老头的影子，叫做《参宿与南河的移动大饭店》也不是很合适，中间差了大概10个波妞。
上海,画面是做到极致了，这点有一说一，但是制作方真的缺一个好的架构师啊。故事的起承转合，从一开始想要把小女孩赶出阴曹地府，到后来又要把她留在船上，缺少一个很强的动因；人物的设置，加入海象人代表她的父亲和后妈，那前面塑造出来他们的令人讨厌的形象，又和幻想世界里有亲和力的形象不符，好吧你说这是小女孩希冀的应然，但应然和实然混在一起多少让观众有点懵逼。好吧你又说这是濒死体验或者梦境，什么不合逻辑的都是合理的，那么为啥今敏的梦境大游行虽然怪诞却又让人觉得有内在逻辑。我大概明白制作方为了呈现那些不舍得剪去的精美画面，牺牲了叙事节奏，使得很多情节都成了废笔，比如人物每说一句话都要换两三个动作，整个船内世界的大场面也不需要每个东西都在动，所有的枝枝杈杈都不被修剪，导致观众难免会失焦。另外，找几个好点的配音吧。
河南,七分吧
浙江,粒子水墨果然名不虚传，确实绚丽华美！
广东,坚持，一定要坚持，可以打败丧气鬼，可以看见天空不仅仅是灰色，也可以是五彩斑斓！！！
安徽,希望我的每一次笑容都是真心的
广东,深海和天空都为蓝色，有光才会五颜六色～
安徽,克苏鲁外形的海精灵
湖北,想哭
陕西,用1080k的画质看，用杜比音效感受（电脑好像不行），真的是场视觉盛宴。有人说没有逻辑，我看到后面也明白了，可能是参宿的一场梦，可能是作为抑郁症患者自己的世界，无所谓逻辑。参宿生活在典中典的家庭氛围里，一有事情就会先觉得是自己做的不对，内向的女孩看着很普通，可她一点都不普通，普通人遇到海难就是海难，参宿却构造出来了深海大饭店，网上也说，南河作为老板，鱼是衣食父母，这样掉进深海的南河就不会被鱼吃掉了。还有她这个剧情逻辑真的好像我之前看的喜剧大赛有关海盗的那个故事。总之稀里哗啦，为南河难过。
上海,儿童有余，成人不足，片子给谁拍的没想好，索性动画效果不错，姑且六分以资鼓励
福建,这部做的真的很赞！看完心里久久不能平静，感觉真的有被小女孩的情绪感染到，特效做的也很好，我们国产动画电影会越来越好的
四川,不错
江苏,前面日常情节写得很尴尬，食之无味，美工踩着编剧上班。后面的创意力挽狂澜
吉林,妈妈走了，她觉得是因为自己不够好。或许是这样内归因的方式，才让她陷入抑郁的。电影给出的疗愈方法是，让这个世界上唯一爱过她的男人，为了救她，牺牲掉。然而她是会带着爱，还是愧疚感，继续生活下去呢？这很难说。
浙江,前面有些无聊，但是后面半个小时很好看
湖南,美术方面人才太多了，缺少好编剧。
广东,画面很美，国产动画前途无量。
比利时,最后反转挺好的。南河😭
江苏,蛮治愈的一部动漫作品！
浙江,真就照搬生死停留是吧，抄的还挺仔细。但是一坨答辩！答辩就是答辩，五颜六色还是依托答辩！扯什么抑郁症，恶心死了，喜欢这片子的人注定审美低级，观影量极低，简称，根本没吃过好的。
广东,这才真的配得上一句国漫崛起。好美的梦啊！
浙江,花了几天时间看完了。画面很好看，音乐很好听，剧情一般。
山东,好看
上海,"辛苦技术人员了。
补完就庆幸当时忍住了没往影院里冲。曾经以为国动不行是因为穷，每次都愿意为这份情怀贡献自己的力量，但是看完这部深刻意识到，它有钱了依旧是不行，毕竟好故事不是靠钱砸出来的。请导演们先认真对待故事本身吧"
四川,冗杂的镜头动作画面特效，配上一个人偶般毫无个性的主角，扭曲无逻辑的故事，我抑郁症然后一个小丑为了我死了我就开心快乐过新生活了？唯一能说的画面又像是疯狂叠滤镜加入大量绚烂色彩使人审美疲劳，找不到主次，整场浑浑噩噩拍了坨艳丽的大便。
青海,剧本毁所有。。。就这种结局，女孩儿大概率更抑郁才对而不是走出抑郁了，就是一个正常人，在这种事后都可能变抑郁了才对。。。
广东,挺失望的，立意很好，但故事苍白无力，托不住，特效也用过了，会有视觉疲劳。
河南,如鲠在喉
上海,赛博垃圾
浙江,画面好看，剧情稀烂，被朋友拉来的，他看了十几遍，厉害👍🏻
重庆,色彩斑斓的童话
青海,画面很美，小歌子不停的哇哦哇哦哇哦，可爱死我了
上海,节奏偏慢，我还是喜欢皮克斯的动画风格
湖南,看之前听说是关于抑郁症的，画风虽然是明丽的，但是后面确实是有点抑郁的感觉。
中国香港,如果每一个yyz的（暂时性）康复都需要牺牲一个乐观有趣的灵魂的话，那么照我国这yyz比例，乐观人怕是死不够。。。给小孩看吧，话题又太沉重也没笑点，给大人看吧台词又挺幼，水墨画面和最后的漫画加一星，但照这基调就算再绚丽也完全笑不起来。剧情看到开头就能猜到结尾，真不如俩人一起噶了
浙江,所有的一切在那一刻才明白，眼泪止不住的流
四川,7分吧 比大鱼海棠还是好看很多吧
贵州,我很喜欢
安徽,于2.7观看，好难看！画面的确精美绝伦，可惜剧情以及整个电影就是一大失败！混乱的剪辑手法让观众甚至在“丧气鬼”第一次出现并且入侵船体的那一幕高潮中，完全不明白具体发生了什么事情，一整部影片放映完对“深海大饭店”的整体还是一无所知。整个故事都让人看得一脸懵逼，1/5
广东,视觉疲劳。
浙江,"前半段以为是奇幻冒险，后半段才知道是生死时速
在明知晦气，丧气鬼，海精灵，魔法的隐喻下，还是被导演的叙事和表达手法弄哭成了狗，故事结束才发现还有好多没发现的暗示和伏笔，皆是刀……
希望不论是想看震撼画面的观众，还是想看成熟严谨故事的影评人，都能对待这部电影多一些宽容，毕竟不是人人都有抑郁症，毕竟不是人人都有拯救自己的南河，毕竟嚎啕大哭的人总该是被哪一点戳到了心窝里了吧……虽然不是你，但有可能是我……也希望所有像我，像参宿的人从此都能找回真心的笑。"
山东,对不起，我觉得结局应该更“残忍”一点，对不起。
广东,"听过一首歌叫《再见南河》很好听
电影剧情一般。"
浙江,深思，感触很深
辽宁,三星半吧 哪里都好的动画 画面色彩 动物也够可爱 这个剧情点 晦气丧气能get到 但是我雀食共情能力差了 只有南河最后在海里说坚持那段触动了下 
