search URL:,https://patents.google.com/?q=%28%E6%90%9C%E7%B4%A2%29&assignee=%E7%99%BE%E5%BA%A6%E5%9C%A8%E7%BA%BF%E7%BD%91%E7%BB%9C%E6%8A%80%E6%9C%AF%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&oq=%E6%90%9C%E7%B4%A2
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-113114929-B,引导拍照方法、终端设备、电子设备以及存储介质 ,百度在线网络技术（北京）有限公司,"刘俊启, 沈航",2021-03-19,2021-03-19,2022-12-20,2022-12-20,https://patents.google.com/patent/CN113114929B/zh,https://patentimages.storage.googleapis.com/f0/9c/18/31a62e321a1aa1/HDA0002985171600000011.png
CN-112101972-B,广告物料的处理方法、装置、服务器及存储介质 ,百度在线网络技术（北京）有限公司,张钰鑫,,2019-06-17,2023-09-19,2023-09-19,https://patents.google.com/patent/CN112101972B/zh,
CN-113110782-B,图像的识别方法、装置、计算机设备及存储介质 ,百度在线网络技术（北京）有限公司,刘俊启,2021-03-22,2021-03-22,2022-09-30,2022-09-30,https://patents.google.com/patent/CN113110782B/zh,https://patentimages.storage.googleapis.com/98/54/22/e3ad0ea0d21e18/HDA0002987396450000011.png
CN-112084320-B,一种试题推荐方法、装置和智能设备 ,百度在线网络技术（北京）有限公司,"秦川, 祝恒书, 朱琛, 马超, 张敬帅, 王鹏, 徐童",,2019-06-14,2023-09-15,2023-09-15,https://patents.google.com/patent/CN112084320B/zh,
CN-111915337-B,信息投放方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"王璐, 杨羿, 李�一, 陈晓冬, 郭佳骋, 刘林, 朱延峰",2019-05-07,2019-05-07,2023-09-05,2023-09-05,https://patents.google.com/patent/CN111915337B/zh,
CN-113008262-B,一种兴趣点的展示方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,"李享, 钟俊杰, 康清宇",2019-12-19,2019-12-19,2022-07-19,2022-07-19,https://patents.google.com/patent/CN113008262B/zh,https://patentimages.storage.googleapis.com/59/91/50/0ca30f18e9df0f/HDA0002327061450000011.png
CN-113076080-B,模型训练方法和装置、意图识别方法和装置 ,百度在线网络技术（北京）有限公司,"高兵兵, 张海杰, 林立",2021-04-21,2021-04-21,2022-05-17,2022-05-17,https://patents.google.com/patent/CN113076080B/zh,https://patentimages.storage.googleapis.com/a7/e5/b0/3cbc89f17ac42f/HDA0003031749870000011.png
CN-111831878-B,构建价值索引关系的方法、索引系统及索引装置 ,百度在线网络技术（北京）有限公司,"胡元元, 邢智慧, 李硕, 王海威, 张博",,2019-04-22,2023-09-15,2023-09-15,https://patents.google.com/patent/CN111831878B/zh,
CN-113313648-B,图像矫正方法、装置、电子设备和介质 ,百度在线网络技术（北京）有限公司,"苏丽荣, 丁小晶",2021-06-01,2021-06-01,2023-08-29,2023-08-29,https://patents.google.com/patent/CN113313648B/zh,
CN-113472936-B,呼叫处理的方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,"王盈, 牛禹, 王芃, 薛向东",2021-06-30,2021-06-30,2023-08-01,2023-08-01,https://patents.google.com/patent/CN113472936B/zh,
CN-113642635-B,模型训练方法及装置、电子设备和介质 ,百度在线网络技术（北京）有限公司,马小龙,,2021-08-12,2023-09-15,2023-09-15,https://patents.google.com/patent/CN113642635B/zh,
CN-113791837-B,页面处理方法、装置、设备和存储介质 ,百度在线网络技术（北京）有限公司,"刘伟, 陈由之, 张博, 林赛群",2021-08-12,2021-08-12,2023-08-11,2023-08-11,https://patents.google.com/patent/CN113791837B/zh,
CN-111831949-B,快速垂类目标识别分类方法、分类系统及分类装置 ,百度在线网络技术（北京）有限公司,"邢智慧, 胡元元, 王海威, 张博",,2019-04-22,2023-09-15,2023-09-15,https://patents.google.com/patent/CN111831949B/zh,
CN-109919121-B,一种人体模型的投影方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,张继丰,2019-03-15,2019-03-15,2021-04-06,2021-04-06,https://patents.google.com/patent/CN109919121B/zh,https://patentimages.storage.googleapis.com/92/1e/30/fc9e2119cb39f6/HDA0001997063780000011.png
CN-115858115-A,广告物料的处理方法和装置 ,百度在线网络技术（北京）有限公司,"张佳, 刘家强",2022-11-25,2022-11-25,2023-03-28,,https://patents.google.com/patent/CN115858115A/zh,https://patentimages.storage.googleapis.com/20/77/ce/18286a723f8554/HDA0003964952070000011.png
CN-114065001-B,数据处理方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,"刘伟, 林赛群",2021-11-29,2021-11-29,2023-03-10,2023-03-10,https://patents.google.com/patent/CN114065001B/zh,https://patentimages.storage.googleapis.com/fe/61/12/396698e4b467d6/HDA0003382273120000011.png
CN-115309470-B,微件的加载方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,"周航, 袁弼黎, 陈铭, 高炜, 陈宗远, 师帅",2022-07-13,2022-07-13,2023-07-28,2023-07-28,https://patents.google.com/patent/CN115309470B/zh,
CN-111782912-B,词推荐方法、装置、服务器和介质 ,百度在线网络技术（北京）有限公司,"洪坚斌, 李海兵, 初乃强",2019-04-04,2019-04-04,2023-08-15,2023-08-15,https://patents.google.com/patent/CN111782912B/zh,
CN-115269989-B,对象推荐方法、装置、电子设备和存储介质 ,百度在线网络技术（北京）有限公司,"王欢, 王培建",2022-08-03,2022-08-03,2023-05-05,2023-05-05,https://patents.google.com/patent/CN115269989B/zh,https://patentimages.storage.googleapis.com/c8/02/ed/4dc5a5298f309a/HDA0003779960150000011.png
CN-111768215-B,广告投放方法、装置、计算机设备和存储介质 ,百度在线网络技术（北京）有限公司,"王山雨, 隋冬, 张俊宇, 钱立伟, 孙妍",2019-04-01,2019-04-01,2023-08-11,2023-08-11,https://patents.google.com/patent/CN111768215B/zh,
CN-109815000-B,应用调起方法及其系统、移动终端和计算机可读介质 ,百度在线网络技术（北京）有限公司,刘俊启,2019-02-25,2019-02-25,2021-09-03,2021-09-03,https://patents.google.com/patent/CN109815000B/zh,https://patentimages.storage.googleapis.com/66/54/64/b65180883a2702/HDA0001977363450000011.png
CN-115658903-B,文本分类方法、模型训练方法、相关装置及电子设备 ,百度在线网络技术（北京）有限公司,"张鑫睿, 骆金昌, 陈坤斌, 何伯磊",2022-11-01,2022-11-01,2023-09-05,2023-09-05,https://patents.google.com/patent/CN115658903B/zh,
CN-111753080-B,用于输出信息的方法和装置 ,百度在线网络技术（北京）有限公司,"卜建辉, 黄强, 谢炜坚, 吴伟佳",2019-03-28,2019-03-28,2023-08-22,2023-08-22,https://patents.google.com/patent/CN111753080B/zh,
CN-111552878-B,数据处理的方法及装置 ,百度在线网络技术（北京）有限公司,刘俊启,2020-04-29,2020-04-29,2023-08-01,2023-08-01,https://patents.google.com/patent/CN111552878B/zh,
CN-111666417-B,生成同义词的方法、装置、电子设备以及可读存储介质 ,百度在线网络技术（北京）有限公司,崔力娟,2020-04-13,2020-04-13,2023-06-23,2023-06-23,https://patents.google.com/patent/CN111666417B/zh,https://patentimages.storage.googleapis.com/f3/27/d1/308a1282459a2f/HDA0002448808580000011.png
CN-111488430-B,事件的数据处理的方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,"孟攀飞, 张众",2020-04-07,2020-04-07,2023-08-04,2023-08-04,https://patents.google.com/patent/CN111488430B/zh,
CN-1253815-C,计算机在中文数据中识别中文姓名的方法 ,百度在线网络技术（北京）有限公司,"崔珊珊, 雷鸣, 刘建国, 李彦宏",2000-09-08,2000-09-08,2006-04-26,2006-04-26,https://patents.google.com/patent/CN1253815C/zh,https://patentimages.storage.googleapis.com/8f/52/2d/70fdbe6a9e433a/C0012435200131.png
CN-109885787-B,App页面显示方法及系统、移动终端和计算机可读介质 ,百度在线网络技术（北京）有限公司,刘俊启,2019-02-21,2019-02-21,2021-06-22,2021-06-22,https://patents.google.com/patent/CN109885787B/zh,https://patentimages.storage.googleapis.com/c7/53/8e/588c1912763263/HDA0001974683230000011.png
CN-109815408-B,用于推送信息的方法和装置 ,百度在线网络技术（北京）有限公司,侯柏岑,2019-02-01,2019-02-01,2021-03-16,2021-03-16,https://patents.google.com/patent/CN109815408B/zh,https://patentimages.storage.googleapis.com/75/43/12/889ecee52a4b74/HDA0001966668950000011.png
CN-102298749-A,广告推广重启方法及装置 ,百度在线网络技术（北京）有限公司,"王瑜, 王健民, 田枫",2010-06-28,2010-06-28,2011-12-28,,https://patents.google.com/patent/CN102298749A/zh,https://patentimages.storage.googleapis.com/9c/4a/af/364a6dbe3e41c1/HSA00000178522800011.png
CN-102377583-A,统计网站流量的方法及系统 ,百度在线网络技术（北京）有限公司,"喻友平, 李化东, 赵珅, 陈婷, 周瑾, 马利, 吴丽军, 赵伟",2010-08-09,2010-08-09,2012-03-14,,https://patents.google.com/patent/CN102377583A/zh,https://patentimages.storage.googleapis.com/c6/01/bd/4034edfb5ee760/HSA00000222303400011.png
CN-111626684-B,智能税务处理方法、装置、终端和介质 ,百度在线网络技术（北京）有限公司,"武亚雪, 卢振, 黄岳, 吴悦怡, 廖云飞, 刘元",2019-02-28,2019-02-28,2023-06-23,2023-06-23,https://patents.google.com/patent/CN111626684B/zh,https://patentimages.storage.googleapis.com/c1/df/31/79ba0aeba664dd/HDA0001981766190000011.png
CN-102800013-A,一种用于确定与拍卖词相对应的拍卖潜力值的设备和方法 ,百度在线网络技术（北京）有限公司,"张弦, 王瑜, 田枫, 王健民",2011-05-27,2011-05-27,2012-11-28,,https://patents.google.com/patent/CN102800013A/zh,https://patentimages.storage.googleapis.com/d1/b0/ff/b6922783abd597/HSA00000506151200021.png
CN-111626686-B,智能税务处理方法、装置、终端和介质 ,百度在线网络技术（北京）有限公司,"卢振, 黄岳, 武亚雪, 吴悦怡, 刘元, 任绍波, 张勇, 孙昕, 廖云飞, 王煜, 吕晓丽",2019-02-28,2019-02-28,2023-08-18,2023-08-18,https://patents.google.com/patent/CN111626686B/zh,
CN-102402588-A,一种对页面中的页面脚本进行预触发处理的设备和方法 ,百度在线网络技术（北京）有限公司,"邢皖甲, 陈再萍",2011-10-26,2011-10-26,2012-04-04,,https://patents.google.com/patent/CN102402588A/zh,https://patentimages.storage.googleapis.com/60/c3/8e/9f76000fe73103/HSA00000599373700021.png
CN-114817477-A,信息生成方法和装置 ,百度在线网络技术（北京）有限公司,李佳,2022-05-13,2022-05-13,2022-07-29,,https://patents.google.com/patent/CN114817477A/zh,https://patentimages.storage.googleapis.com/08/1d/b4/3a30e4fcb4b68d/HDA0003642724590000011.png
CN-115080824-A,目标词的挖掘方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,"吕洪亚, 谭云飞, 刘晓庆",2022-05-10,2022-05-10,2022-09-20,,https://patents.google.com/patent/CN115080824A/zh,https://patentimages.storage.googleapis.com/c2/2a/2f/1e3bfd1298429d/HDA0003636555240000011.png
CN-103581255-A,内容源的分析方法、系统以及装置 ,百度在线网络技术（北京）有限公司,刘俊启,2012-08-02,2012-08-02,2014-02-12,,https://patents.google.com/patent/CN103581255A/zh,https://patentimages.storage.googleapis.com/b5/c3/ac/95b6f3835879a5/HDA00001966405600011.png
CN-114881557-A,基于地域的物料信息推送方法、装置和设备 ,百度在线网络技术（北京）有限公司,"刘伟, 李婷, 黄鑫安, 陈海歌, 覃黎飞, 杨昱, 卜建国, 林赛群",2022-04-27,2022-04-27,2022-08-09,,https://patents.google.com/patent/CN114881557A/zh,https://patentimages.storage.googleapis.com/3b/7b/de/390b870188ade1/HDA0003618486650000011.png
CN-111428476-B,同义词生成方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,熊健,2019-01-09,2019-01-09,2023-03-31,2023-03-31,https://patents.google.com/patent/CN111428476B/zh,https://patentimages.storage.googleapis.com/c2/67/d8/ae3129a7262c03/HDA0001940699020000011.png
CN-114885188-A,视频处理方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,林晓春,2022-04-20,2022-04-20,2022-08-09,,https://patents.google.com/patent/CN114885188A/zh,https://patentimages.storage.googleapis.com/e9/26/4b/250a83eb917bb6/HDA0003605582940000011.png
CN-111400464-B,一种文本生成方法、装置、服务器及存储介质 ,百度在线网络技术（北京）有限公司,张思密,2019-01-03,2019-01-03,2023-05-26,2023-05-26,https://patents.google.com/patent/CN111400464B/zh,https://patentimages.storage.googleapis.com/15/4b/bc/0c9aea8544dcda/HDA0001935048500000011.png
CN-111405349-B,基于视频内容的信息植入方法、装置及存储介质 ,百度在线网络技术（北京）有限公司,张美娜,2019-01-02,2019-01-02,2022-05-13,2022-05-13,https://patents.google.com/patent/CN111405349B/zh,https://patentimages.storage.googleapis.com/3b/f8/b4/d04ec7ea32c404/HDA0001934050030000011.png
CN-113688302-A,页面数据分析方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"刘伟, 林赛群",2021-08-30,2021-08-30,2021-11-23,,https://patents.google.com/patent/CN113688302A/zh,https://patentimages.storage.googleapis.com/fa/33/9f/8adbbf5888e42d/HDA0003237072930000011.png
CN-113656129-A,应用图标的控制方法、装置、电子设备和介质 ,百度在线网络技术（北京）有限公司,"杨晓彬, 蒙建康, 刘振子, 孙道平, 刘雯雯, 钱露, 戈腾飞",2021-08-16,2021-08-16,2021-11-16,,https://patents.google.com/patent/CN113656129A/zh,https://patentimages.storage.googleapis.com/73/d4/9b/6921e16aba7e42/HDA0003213472650000011.png
CN-113792224-A,资源处理方法、平台、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,"林泽诚, 张明",2021-08-13,2021-08-13,2021-12-14,,https://patents.google.com/patent/CN113792224A/zh,https://patentimages.storage.googleapis.com/4e/47/79/96f154f07903b6/HDA0003211084890000011.png
CN-113642635-A,模型训练方法及装置、电子设备和介质 ,百度在线网络技术（北京）有限公司,马小龙,2021-08-12,2021-08-12,2021-11-12,,https://patents.google.com/patent/CN113642635A/zh,https://patentimages.storage.googleapis.com/4a/20/aa/7d581688152aea/HDA0003209144950000011.png
CN-113420176-A,搜题方法、题目框绘制方法和装置、设备及存储介质 ,百度在线网络技术（北京）有限公司,"苏丽荣, 丁小晶",2021-06-22,2021-06-22,2021-09-21,,https://patents.google.com/patent/CN113420176A/zh,https://patentimages.storage.googleapis.com/06/9d/53/93491e533bcf61/HDA0003127269340000011.png
CN-115730105-A,视频文本生成方法、装置及电子设备 ,百度在线网络技术（北京）有限公司,侯志强,2022-11-25,2022-11-25,2023-03-03,,https://patents.google.com/patent/CN115730105A/zh,https://patentimages.storage.googleapis.com/f4/28/74/e99f3f9d88dd20/HDA0003963780780000011.png
CN-113139492-A,物品识别方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,"孟美灵, 姜兴越, 林毅隆",2021-04-30,2021-04-30,2021-07-20,,https://patents.google.com/patent/CN113139492A/zh,https://patentimages.storage.googleapis.com/22/08/4b/62e97eb8f1fdb6/HDA0003050457400000011.png
CN-109508418-B,用于显示信息的方法及装置 ,百度在线网络技术（北京）有限公司,吴石磊,2018-11-19,2018-11-19,2019-12-13,2019-12-13,https://patents.google.com/patent/CN109508418B/zh,
CN-112100345-A,是非类问答模型的训练方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,"郑俊强, 刘凯, 尹何举",2020-08-25,2020-08-25,2020-12-18,,https://patents.google.com/patent/CN112100345A/zh,https://patentimages.storage.googleapis.com/1a/4b/4e/1b08ee35abf343/HDA0002649821690000011.png
CN-110889020-A,站点资源挖掘方法、装置以及电子设备 ,百度在线网络技术（北京）有限公司,"马丽芬, 孟浩",2019-11-22,2019-11-22,2020-03-17,,https://patents.google.com/patent/CN110889020A/zh,https://patentimages.storage.googleapis.com/c8/ee/13/12b027e3c9b18d/HDA0002285316790000011.png
CN-111078324-A,用于预取页面数据的方法和装置 ,百度在线网络技术（北京）有限公司,"陈都, 刘超凡",2019-12-16,2019-12-16,2020-04-28,,https://patents.google.com/patent/CN111078324A/zh,https://patentimages.storage.googleapis.com/82/82/57/6010ebcf317cfb/HDA0002319017530000011.png
CN-113051121-A,日志信息检索方法、装置、电子设备和介质 ,百度在线网络技术（北京）有限公司,"刘涛, 李奇原, 庞超",2019-12-26,2019-12-26,2021-06-29,,https://patents.google.com/patent/CN113051121A/zh,https://patentimages.storage.googleapis.com/c1/56/60/90b6b54c47b90f/HDA0002338595700000011.png
CN-113079188-A,客户端标识处理方法、装置、终端、服务器、系统和介质 ,百度在线网络技术（北京）有限公司,"路华生, 刘林",2020-01-03,2020-01-03,2021-07-06,,https://patents.google.com/patent/CN113079188A/zh,https://patentimages.storage.googleapis.com/89/a3/83/340bc37afa404d/HDA0002355257500000011.png
CN-109240640-B,广告语音交互方法、装置及存储介质 ,百度在线网络技术（北京）有限公司,"赵垒, 俞雪丽, 卜艳茹, 姜振, 蒋悦",2018-08-30,2018-08-30,2021-04-20,2021-04-20,https://patents.google.com/patent/CN109240640B/zh,https://patentimages.storage.googleapis.com/0f/a3/9f/97985db147bf29/HDA0001783719920000011.png
CN-107239262-A,一种用于应用内信息呈现的方法与设备 ,百度在线网络技术（北京）有限公司,"尹婷, 程逸凡, 陈涵斐",2016-03-28,2016-03-28,2017-10-10,,https://patents.google.com/patent/CN107239262A/zh,
CN-111881348-A,信息处理方法、装置、设备以及存储介质 ,百度在线网络技术（北京）有限公司,陆永帅,2020-07-20,2020-07-20,2020-11-03,,https://patents.google.com/patent/CN111881348A/zh,https://patentimages.storage.googleapis.com/2a/53/62/f4052ec9f25da8/HDA0002591886440000011.png
CN-109189984-B,用于显示信息的方法及装置 ,百度在线网络技术（北京）有限公司,"程军, 桂佳, 李棱, 唐敬亚",2018-08-15,2018-08-15,2022-04-19,2022-04-19,https://patents.google.com/patent/CN109189984B/zh,https://patentimages.storage.googleapis.com/c0/01/ad/117ad7c1373dff/HDA0001766180910000011.png
WO-2017035953-A1,输入处理方法、装置、设备及非易失性计算机存储介质 ,百度在线网络技术（北京）有限公司,王奕然,2015-08-28,2015-11-11,2017-03-09,,https://patents.google.com/patent/WO2017035953A1/zh,https://patentimages.storage.googleapis.com/c5/07/1d/96256a9add5e1c/PCTCN2015094338-appb-300001.png
CN-110737823-B,访问意图挖掘方法及装置 ,百度在线网络技术（北京）有限公司,"沈璠, 王晓元, 马宇峰, 叶峻",2018-07-03,2018-07-03,2022-06-24,2022-06-24,https://patents.google.com/patent/CN110737823B/zh,https://patentimages.storage.googleapis.com/8a/24/d7/eecbbe32c13109/HDA0001718381870000011.png
CN-111797205-A,一种词表检索方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,连义江,2020-06-30,2020-06-30,2020-10-20,,https://patents.google.com/patent/CN111797205A/zh,https://patentimages.storage.googleapis.com/03/63/9f/d6e74efe51be9a/HDA0002564138660000011.png
CN-111881255-A,同义文本获取方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,"连义江, 易鹏",2020-06-24,2020-06-24,2020-11-03,,https://patents.google.com/patent/CN111881255A/zh,https://patentimages.storage.googleapis.com/55/3b/40/322e919ebb21bc/HDA0002554404970000011.png
CN-110677309-B,人群聚类方法及系统、终端以及计算机可读存储介质 ,百度在线网络技术（北京）有限公司,"杨敬, 陈程, 杨旭虹, 张英",2018-07-03,2018-07-03,2021-12-14,2021-12-14,https://patents.google.com/patent/CN110677309B/zh,https://patentimages.storage.googleapis.com/c6/50/d8/bea9f4df70f9a6/HDA0001718496440000011.png
CN-111949821-A,视频推荐方法、装置、电子设备和存储介质 ,百度在线网络技术（北京）有限公司,孙晓萌,2020-06-24,2020-06-24,2020-11-17,,https://patents.google.com/patent/CN111949821A/zh,https://patentimages.storage.googleapis.com/07/b5/51/551f91cda08f31/HDA0002555842990000011.png
CN-111736799-A,基于人机交互的语音交互方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"王思越, 赵雷, 王志广, 薛昊, 柳森, 张弛, 刘笑",2020-06-18,2020-06-18,2020-10-02,,https://patents.google.com/patent/CN111736799A/zh,https://patentimages.storage.googleapis.com/59/d1/4b/2f8b97568ff763/HDA0002545675300000011.png
CN-111694912-A,地图兴趣点的检测方法、装置、设备和可读存储介质 ,百度在线网络技术（北京）有限公司,"夏德国, 张刘辉",2020-06-05,2020-06-05,2020-09-22,,https://patents.google.com/patent/CN111694912A/zh,https://patentimages.storage.googleapis.com/2f/b2/9d/694bc1258e5fd0/HDA0002526818250000011.png
CN-113627419-A,兴趣区域评估方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"夏德国, 张刘辉, 赵辉, 蒋冰, 白红霞",2020-05-08,2020-05-08,2021-11-09,,https://patents.google.com/patent/CN113627419A/zh,https://patentimages.storage.googleapis.com/47/c5/a0/d8ad73b6f3395d/HDA0002482222320000011.png
CN-108562302-B,闭合路线的获取方法和装置 ,百度在线网络技术（北京）有限公司,伍超,2018-07-03,2018-07-03,2020-07-07,2020-07-07,https://patents.google.com/patent/CN108562302B/zh,https://patentimages.storage.googleapis.com/2f/f5/ad/70c7b6e138c678/HDA0001718097500000011.png
CN-111552877-A,数据处理的方法及装置 ,百度在线网络技术（北京）有限公司,刘俊启,2020-04-29,2020-04-29,2020-08-18,,https://patents.google.com/patent/CN111552877A/zh,https://patentimages.storage.googleapis.com/72/3d/98/33ef48694d9478/HDA0002473337980000011.png
CN-111143663-B,信息推送方法和装置 ,百度在线网络技术（北京）有限公司,王金燕,2018-11-02,2018-11-02,2023-08-18,2023-08-18,https://patents.google.com/patent/CN111143663B/zh,
CN-103761325-A,歌词提供方法及装置 ,百度在线网络技术（北京）有限公司,"赵悦, 香超",2014-01-29,2014-01-29,2014-04-30,,https://patents.google.com/patent/CN103761325A/zh,https://patentimages.storage.googleapis.com/a6/4e/b2/872fbd53c2b30f/HDA0000463810480000012.png
CN-111126736-B,企业客流量确定方法、装置、服务器及存储介质 ,百度在线网络技术（北京）有限公司,杨旭虹,2018-11-01,2018-11-01,2023-09-01,2023-09-01,https://patents.google.com/patent/CN111126736B/zh,
CN-111552879-A,数据处理的方法及装置 ,百度在线网络技术（北京）有限公司,刘俊启,2020-04-29,2020-04-29,2020-08-18,,https://patents.google.com/patent/CN111552879A/zh,https://patentimages.storage.googleapis.com/e1/03/3d/65b723e6646f12/HDA0002473794560000011.png
CN-111460206-A,图像处理方法、装置、电子设备和计算机可读存储介质 ,百度在线网络技术（北京）有限公司,程洲,2020-04-03,2020-04-03,2020-07-28,,https://patents.google.com/patent/CN111460206A/zh,https://patentimages.storage.googleapis.com/43/ee/84/a0d1a57b9e6c53/HDA0002439107420000011.png
CN-111368084-A,实体数据处理方法、装置、服务器、电子设备和介质 ,百度在线网络技术（北京）有限公司,"刘鹏, 徐晓明, 徐犇",2020-03-05,2020-03-05,2020-07-03,,https://patents.google.com/patent/CN111368084A/zh,https://patentimages.storage.googleapis.com/dc/02/4c/f5f31f430de4f0/HDA0002401479950000011.png
CN-110580276-B,用于处理信息的方法和装置 ,百度在线网络技术（北京）有限公司,"吴石磊, 王斐, 彭锋, 杨维, 孙敏琪",2018-06-08,2018-06-08,2022-06-28,2022-06-28,https://patents.google.com/patent/CN110580276B/zh,https://patentimages.storage.googleapis.com/7a/ce/01/e9be7968112de4/HDA0001689365070000011.png
CN-111506570-A,数据存储及查询方法、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,"王侨, 刘海滨, 徐永茂",2020-03-05,2020-03-05,2020-08-07,,https://patents.google.com/patent/CN111506570A/zh,https://patentimages.storage.googleapis.com/b3/41/06/23d3bfe894d0d6/HDA0002401170670000011.png
CN-104298498-A,导航信息的添加方法及装置 ,百度在线网络技术（北京）有限公司,刘晓柳,2014-07-02,2014-07-02,2015-01-21,,https://patents.google.com/patent/CN104298498A/zh,
CN-110580848-B,用于显示地图信息的方法和装置 ,百度在线网络技术（北京）有限公司,"吴石磊, 王斐, 彭锋, 杨维, 孙敏琪",2018-06-08,2018-06-08,2021-09-07,2021-09-07,https://patents.google.com/patent/CN110580848B/zh,https://patentimages.storage.googleapis.com/7b/17/8b/2d5a726dcd3838/2107161713121.png
CN-111046307-B,用于输出信息的方法和装置 ,百度在线网络技术（北京）有限公司,孙杰,2018-10-15,2018-10-15,2023-05-30,2023-05-30,https://patents.google.com/patent/CN111046307B/zh,https://patentimages.storage.googleapis.com/0b/79/29/51e9b96ee72e26/HDA0001829165410000011.png
CN-111027994-B,相似对象确定方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"洪坚斌, 李海兵, 初乃强",2018-10-09,2018-10-09,2023-08-01,2023-08-01,https://patents.google.com/patent/CN111027994B/zh,
CN-111368025-A,智能语音设备的热词推荐方法、设备及存储介质 ,百度在线网络技术（北京）有限公司,王文宇,2020-02-24,2020-02-24,2020-07-03,,https://patents.google.com/patent/CN111368025A/zh,https://patentimages.storage.googleapis.com/26/8a/c1/e4fbbb9493f763/HDA0002390591990000011.png
CN-109246353-B,捕捞方法 ,百度在线网络技术（北京）有限公司,"赵彤彤, 燕飞龙, 王亮, 马彧",2018-09-07,2018-09-07,2020-02-18,2020-02-18,https://patents.google.com/patent/CN109246353B/zh,https://patentimages.storage.googleapis.com/ed/33/7f/0a4651a43d884d/HDA0001793160060000011.png
CN-111312247-A,语音交互方法和装置 ,百度在线网络技术（北京）有限公司,侯柏岑,2020-02-19,2020-02-19,2020-06-19,,https://patents.google.com/patent/CN111312247A/zh,https://patentimages.storage.googleapis.com/0a/9a/46/7681f211c3a7de/HDA0002386968060000011.png
CN-104197943-A,一种导航方法及导航装置 ,百度在线网络技术（北京）有限公司,"罗序斌, 谢波, 杨格, 吴泽武",2014-09-04,2014-09-04,2014-12-10,,https://patents.google.com/patent/CN104197943A/zh,
CN-108595620-B,转义识别方法、装置、计算机设备及存储介质 ,百度在线网络技术（北京）有限公司,"邹红建, 方高林, 陈剑峰",2018-04-23,2018-04-23,2022-04-26,2022-04-26,https://patents.google.com/patent/CN108595620B/zh,https://patentimages.storage.googleapis.com/2d/ea/53/ca12cae5d5eb73/HDA0001637583450000011.png
CN-111311309-A,用户满意度确定方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"李起旺, 沈炜",2020-01-19,2020-01-19,2020-06-19,,https://patents.google.com/patent/CN111311309A/zh,https://patentimages.storage.googleapis.com/21/cd/4a/9bab6ddd925025/HDA0002375074560000011.png
CN-108563482-B,邀请框的处理方法及装置 ,百度在线网络技术（北京）有限公司,"岑敏强, 刘勇, 叶显秀",2018-04-11,2018-04-11,2021-10-29,2021-10-29,https://patents.google.com/patent/CN108563482B/zh,https://patentimages.storage.googleapis.com/c7/cb/80/a5f7fdf23abfb9/HDA0001625200060000011.png
CN-111241124-A,一种需求模型构建方法、装置、电子设备和介质 ,百度在线网络技术（北京）有限公司,"马东民, 徐犇, 遇越, 李秀健",2020-01-07,2020-01-07,2020-06-05,,https://patents.google.com/patent/CN111241124A/zh,https://patentimages.storage.googleapis.com/bc/00/94/79112750e8deb6/HDA0002358717840000011.png
CN-109002849-B,识别对象发展阶段的方法和装置 ,百度在线网络技术（北京）有限公司,陈冉,2018-07-05,2018-07-05,2022-05-17,2022-05-17,https://patents.google.com/patent/CN109002849B/zh,https://patentimages.storage.googleapis.com/42/e6/b8/bd2311f160ce30/HDA0001721187630000011.png
CN-113051501-A,信息投放方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"路华生, 刘林",2019-12-26,2019-12-26,2021-06-29,,https://patents.google.com/patent/CN113051501A/zh,https://patentimages.storage.googleapis.com/a1/12/55/58fc9f5727d98f/HDA0002338579430000011.png
